Instrument Type,Symbol,ExpiryDate,Underlying Commodity,Strike Price,Option Type,Ex-Basis Delivery Centre,Price Unit,Opening Price,High Price,Low Price,Closing Price,Quantity Traded Today,Measure,No of Trades,Traded Value in Lacs,Open Interest,LastTradedDate
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5750,CE,BIKANER,RS/QUINTAL,0,0,0,82.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5800,CE,BIKANER,RS/QUINTAL,0,0,0,73.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5850,CE,BIKANER,RS/QUINTAL,0,0,0,65.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5900,CE,BIKANER,RS/QUINTAL,0,0,0,58,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5950,CE,BIKANER,RS/QUINTAL,0,0,0,51.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,4700,PE,BIKANER,RS/QUINTAL,0,0,0,87.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,4750,PE,BIKANER,RS/QUINTAL,0,0,0,101,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,4800,PE,BIKANER,RS/QUINTAL,0,0,0,115.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,4850,PE,BIKANER,RS/QUINTAL,0,0,0,131.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,4900,PE,BIKANER,RS/QUINTAL,0,0,0,148.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,4950,PE,BIKANER,RS/QUINTAL,0,0,0,167.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5000,PE,BIKANER,RS/QUINTAL,0,0,0,188,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5050,PE,BIKANER,RS/QUINTAL,0,0,0,209.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5100,PE,BIKANER,RS/QUINTAL,0,0,0,233,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5150,PE,BIKANER,RS/QUINTAL,0,0,0,257.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5200,PE,BIKANER,RS/QUINTAL,0,0,0,284,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5250,PE,BIKANER,RS/QUINTAL,0,0,0,311.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5300,PE,BIKANER,RS/QUINTAL,0,0,0,340.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5350,PE,BIKANER,RS/QUINTAL,0,0,0,371,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5400,PE,BIKANER,RS/QUINTAL,0,0,0,402.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5450,PE,BIKANER,RS/QUINTAL,0,0,0,435.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5500,PE,BIKANER,RS/QUINTAL,0,0,0,470,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5550,PE,BIKANER,RS/QUINTAL,0,0,0,505.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5600,PE,BIKANER,RS/QUINTAL,0,0,0,542,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5650,PE,BIKANER,RS/QUINTAL,0,0,0,579.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5700,PE,BIKANER,RS/QUINTAL,0,0,0,618.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5750,PE,BIKANER,RS/QUINTAL,0,0,0,658,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5800,PE,BIKANER,RS/QUINTAL,0,0,0,698.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5850,PE,BIKANER,RS/QUINTAL,0,0,0,739.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5900,PE,BIKANER,RS/QUINTAL,0,0,0,781.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,11/18/2021,CHANA18-NOV-2021,5950,PE,BIKANER,RS/QUINTAL,0,0,0,824.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4450,CE,BIKANER,RS/QUINTAL,0,0,0,468,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4500,CE,BIKANER,RS/QUINTAL,0,0,0,424,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4550,CE,BIKANER,RS/QUINTAL,0,0,0,381,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4600,CE,BIKANER,RS/QUINTAL,0,0,0,340.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4650,CE,BIKANER,RS/QUINTAL,0,0,0,302,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4700,CE,BIKANER,RS/QUINTAL,0,0,0,265.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4750,CE,BIKANER,RS/QUINTAL,0,0,0,231.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4800,CE,BIKANER,RS/QUINTAL,0,0,0,200.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4850,CE,BIKANER,RS/QUINTAL,0,0,0,172,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4900,CE,BIKANER,RS/QUINTAL,0,0,0,146,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4950,CE,BIKANER,RS/QUINTAL,0,0,0,123,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5000,CE,BIKANER,RS/QUINTAL,0,0,0,102.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5050,CE,BIKANER,RS/QUINTAL,0,0,0,85,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5100,CE,BIKANER,RS/QUINTAL,0,0,0,69.5,0,MT,0,0,400,6/18/2021
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5150,CE,BIKANER,RS/QUINTAL,0,0,0,56.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5200,CE,BIKANER,RS/QUINTAL,0,0,0,45.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5250,CE,BIKANER,RS/QUINTAL,0,0,0,36,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5300,CE,BIKANER,RS/QUINTAL,0,0,0,28.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5350,CE,BIKANER,RS/QUINTAL,0,0,0,22.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5400,CE,BIKANER,RS/QUINTAL,0,0,0,17.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5450,CE,BIKANER,RS/QUINTAL,0,0,0,13.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5500,CE,BIKANER,RS/QUINTAL,0,0,0,10,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5550,CE,BIKANER,RS/QUINTAL,0,0,0,7.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5600,CE,BIKANER,RS/QUINTAL,0,0,0,6,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5650,CE,BIKANER,RS/QUINTAL,0,0,0,4.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5700,CE,BIKANER,RS/QUINTAL,0,0,0,3,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5750,CE,BIKANER,RS/QUINTAL,0,0,0,2.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5800,CE,BIKANER,RS/QUINTAL,0,0,0,2,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5850,CE,BIKANER,RS/QUINTAL,0,0,0,1.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5900,CE,BIKANER,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5950,CE,BIKANER,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6000,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6050,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6100,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6150,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6200,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6250,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4450,PE,BIKANER,RS/QUINTAL,0,0,0,15.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4500,PE,BIKANER,RS/QUINTAL,0,0,0,21,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4550,PE,BIKANER,RS/QUINTAL,0,0,0,28.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4600,PE,BIKANER,RS/QUINTAL,0,0,0,37.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4650,PE,BIKANER,RS/QUINTAL,0,0,0,48.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4700,PE,BIKANER,RS/QUINTAL,0,0,0,62,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4750,PE,BIKANER,RS/QUINTAL,0,0,0,78,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4800,PE,BIKANER,RS/QUINTAL,0,0,0,96.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4850,PE,BIKANER,RS/QUINTAL,0,0,0,118,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4900,PE,BIKANER,RS/QUINTAL,0,0,0,142,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,4950,PE,BIKANER,RS/QUINTAL,0,0,0,169,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5000,PE,BIKANER,RS/QUINTAL,0,0,0,198.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5050,PE,BIKANER,RS/QUINTAL,0,0,0,230.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5100,PE,BIKANER,RS/QUINTAL,0,0,0,265,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5150,PE,BIKANER,RS/QUINTAL,0,0,0,301.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5200,PE,BIKANER,RS/QUINTAL,0,0,0,340.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5250,PE,BIKANER,RS/QUINTAL,0,0,0,381,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5300,PE,BIKANER,RS/QUINTAL,0,0,0,423,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5350,PE,BIKANER,RS/QUINTAL,0,0,0,467,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5400,PE,BIKANER,RS/QUINTAL,0,0,0,511.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5450,PE,BIKANER,RS/QUINTAL,0,0,0,557.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5500,PE,BIKANER,RS/QUINTAL,0,0,0,604,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5550,PE,BIKANER,RS/QUINTAL,0,0,0,651.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5600,PE,BIKANER,RS/QUINTAL,0,0,0,699.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5650,PE,BIKANER,RS/QUINTAL,0,0,0,748,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5700,PE,BIKANER,RS/QUINTAL,0,0,0,796.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5750,PE,BIKANER,RS/QUINTAL,0,0,0,845.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5800,PE,BIKANER,RS/QUINTAL,0,0,0,895,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5850,PE,BIKANER,RS/QUINTAL,0,0,0,944.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5900,PE,BIKANER,RS/QUINTAL,0,0,0,994,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,5950,PE,BIKANER,RS/QUINTAL,0,0,0,1043.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6000,PE,BIKANER,RS/QUINTAL,0,0,0,1093,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6050,PE,BIKANER,RS/QUINTAL,0,0,0,1143,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6100,PE,BIKANER,RS/QUINTAL,0,0,0,1192.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6150,PE,BIKANER,RS/QUINTAL,0,0,0,1242.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6200,PE,BIKANER,RS/QUINTAL,0,0,0,1292,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,8/20/2021,CHANA20-AUG-2021,6250,PE,BIKANER,RS/QUINTAL,0,0,0,1342,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4750,CE,BIKANER,RS/QUINTAL,0,0,0,593.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4800,CE,BIKANER,RS/QUINTAL,0,0,0,557.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4850,CE,BIKANER,RS/QUINTAL,0,0,0,523,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4900,CE,BIKANER,RS/QUINTAL,0,0,0,490,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4950,CE,BIKANER,RS/QUINTAL,0,0,0,458,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5000,CE,BIKANER,RS/QUINTAL,0,0,0,427.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5050,CE,BIKANER,RS/QUINTAL,0,0,0,398,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5100,CE,BIKANER,RS/QUINTAL,0,0,0,370,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5150,CE,BIKANER,RS/QUINTAL,0,0,0,343.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5200,CE,BIKANER,RS/QUINTAL,0,0,0,318,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5250,CE,BIKANER,RS/QUINTAL,0,0,0,294,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5300,CE,BIKANER,RS/QUINTAL,0,0,0,271.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5350,CE,BIKANER,RS/QUINTAL,0,0,0,250,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5400,CE,BIKANER,RS/QUINTAL,0,0,0,230,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5450,CE,BIKANER,RS/QUINTAL,0,0,0,211,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5500,CE,BIKANER,RS/QUINTAL,0,0,0,193.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5550,CE,BIKANER,RS/QUINTAL,0,0,0,177,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5600,CE,BIKANER,RS/QUINTAL,0,0,0,161.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5650,CE,BIKANER,RS/QUINTAL,0,0,0,147.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5700,CE,BIKANER,RS/QUINTAL,0,0,0,134,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4750,PE,BIKANER,RS/QUINTAL,0,0,0,97.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4800,PE,BIKANER,RS/QUINTAL,0,0,0,111,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4850,PE,BIKANER,RS/QUINTAL,0,0,0,126,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4900,PE,BIKANER,RS/QUINTAL,0,0,0,141.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,4950,PE,BIKANER,RS/QUINTAL,0,0,0,159,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5000,PE,BIKANER,RS/QUINTAL,0,0,0,177.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5050,PE,BIKANER,RS/QUINTAL,0,0,0,197.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5100,PE,BIKANER,RS/QUINTAL,0,0,0,218.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5150,PE,BIKANER,RS/QUINTAL,0,0,0,241,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5200,PE,BIKANER,RS/QUINTAL,0,0,0,265,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5250,PE,BIKANER,RS/QUINTAL,0,0,0,290,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5300,PE,BIKANER,RS/QUINTAL,0,0,0,316.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5350,PE,BIKANER,RS/QUINTAL,0,0,0,344.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5400,PE,BIKANER,RS/QUINTAL,0,0,0,373.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5450,PE,BIKANER,RS/QUINTAL,0,0,0,404,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5500,PE,BIKANER,RS/QUINTAL,0,0,0,435.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5550,PE,BIKANER,RS/QUINTAL,0,0,0,468,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5600,PE,BIKANER,RS/QUINTAL,0,0,0,502,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5650,PE,BIKANER,RS/QUINTAL,0,0,0,537,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,12/20/2021,CHANA20-DEC-2021,5700,PE,BIKANER,RS/QUINTAL,0,0,0,573,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4200,CE,BIKANER,RS/QUINTAL,0,0,0,564,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4250,CE,BIKANER,RS/QUINTAL,0,0,0,514,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4300,CE,BIKANER,RS/QUINTAL,0,0,0,464,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4350,CE,BIKANER,RS/QUINTAL,0,0,0,414,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4400,CE,BIKANER,RS/QUINTAL,0,0,0,364,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4450,CE,BIKANER,RS/QUINTAL,0,0,0,314,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4500,CE,BIKANER,RS/QUINTAL,0,0,0,264,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4550,CE,BIKANER,RS/QUINTAL,0,0,0,214,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4600,CE,BIKANER,RS/QUINTAL,0,0,0,164.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4650,CE,BIKANER,RS/QUINTAL,0,0,0,115,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4700,CE,BIKANER,RS/QUINTAL,0,0,0,68.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4750,CE,BIKANER,RS/QUINTAL,0,0,0,31.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4800,CE,BIKANER,RS/QUINTAL,0,0,0,10,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4850,CE,BIKANER,RS/QUINTAL,0,0,0,2,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4900,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,4950,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5000,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,700,7/5/2021
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5050,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5100,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5150,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5200,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5250,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5300,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5350,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,CHANA,7/20/2021,CHANA20-JUL-2021,5400,CE,BIKANER,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
